Screen Name, Description, User ID, Followers Count 
Enterzo, "Aminah Enterprises, a premier site selection company,refining the group booking process for your company event.", 750705115573592064, 194 
lethithamduong1, "", 772262760570773504, 75 
YLSboutique, "Bridal Boutique selling, new, ex-sample and pre-loved designer wedding dresses via our beautiful boutique in  Petersfield, Hampshire and also via our website", 2594611943, 1834 
HGBrasswell, "Yes, we do have the best goggles. We also do custom orders and we have FAST SHIPPING.
#steampunk #burningman #goggles #dystopian
#dieselpunk #Etsy", 122188562, 11306 
ashford_riley, "lover of poetry,video games, and ALL of the puns", 2484741442, 328 
GlobalPCCure, "Global PC Cure is the most trustworthy customer care service in worldwide that addresses all the technical issues with your Computer at a Reasonable Price.", 4901786779, 197 
dabacura, "futurist progressive also anarchist/human rights and political activist

cars | technology | computer science | physics | knowledge & learning | philosophy", 593030837, 359 
eIIe, "Animator of whatnots; aspiring joggler; abuser of autocorrect; changer of diapers; wrangler of cats; eater of humanely raised, unprocessed bacon.", 18890115, 43896 
jackydawson97, "", 774167547696394240, 83 
girafi_co, "The most efficient way to get what's the most desirable (traffic - shares - leads - engagement) #Growthhacking #Ecommerce", 3774612682, 140 
MJwebSalesPro, "Online Sales Professional Providing Growth Hacking Insights. Click the link below! #entrepreneur #growthhacks", 769073208070897668, 4904 
NONORMAL_SMB, "", 357785481, 491 
Stay_Fit_Daily_, "Most of the guides was born in the surrounding villages on the plateau of Mount Ararat, so that they are in-depth understanding and quite familiar to this area.", 1959125210, 5313 
CristinoAlberto, "Poeta. Profesor en el Instituto Politécnico Loyola. Comparto temas literarios y académicos (poesía, ambiente, proyectos, empresa, agronomía y desarrollo rural).", 133603881, 2275 
mcastillokar, "Professionelles Recruiting im Bereich MS SharePoint inkl. MS Office365 / Exchange / .NET (D-A-CH) für Fach- & Führungspersonal!", 758698301139148801, 419 
glance_HQ, "Track data in Slack from Twitter, Instagram, Google Analytics, Facebook, Shopify, https://t.co/4Fx5WVuDP7, YouTube, Bitly, CloudFlare, LinkedIn, Zendesk & more", 4896121846, 2778 
Reflaxation, "High quality Heat Packs, Neck Wraps, Hand Warmers, and Eye Pillows, all filled with organic flax.", 4448282180, 32 
hhf317, "", 737999459875880964, 2035 
UMassLowellGE2, "GE2 is established to develop & promote global partnerships & collaborations between MSB & international institutions in entrepreneurship education & research.", 774294183347617793, 23 
TecnoMexico, "Periodista de Tecnología y Telecomunicaciones. Apoyando emprendedores y siempre aprendiendo de las redes sociales y el marketing digital.", 97354141, 52823 
mitueberblick, "Agentur für digitale Vertriebskommunikation. #TYPO3-Websites & #Magento-Shops gemeinsam entwickeln, #responsive designen und gedeihen sehen.", 300835995, 251 
Eurospec500, "", 2209058817, 24 
norman_clyde, "Work hard in silence let your success be your noise! Entrepreneur #Socialmedia #Marketing #FollowingEveryone", 490971116, 16517 
TruffleSocial, "Social media geeks and loiterers with good intent. Catch more of our mischief on Snapchat @trufflesocialuk. Keep on #Truffling", 119508305, 18394 
Pilar17046959, "Check daily tips on #health, #traveltips,#beauty, #skincare, #naturalhealth, #homeremedies on https://t.co/gDhiMJwm11", 749182970376794113, 2516 
rororueen98, "~*مستبدةٌ انا واعشق التملك*~", 769618081094172672, 1810 
DisruptionReady, "Global Leadership & Innovation Awareness for being Disruption Ready 2015 - 2025+ | Platform | Courses | Events | Academy | Global Community", 3145822874, 163 
DaRealGrinch, "Hip Hop Artist, Father, Activist, Blogger and CEO of TOESLAM. Check out my video premiere I Woke Up This Morning! by DRG linked at bio.", 28279643, 1013 
vcarey2013, "Making Sense from Data @brandtone :: Love for Tennis and Golf :: Enthusiastic About Life!", 1339552753, 580 
robin_rapture, "Author, Consultant & Motivational Speaker. Hooked on Yerba Maté & Enthusiasm. Passion. Integrity. Creativity. === Live your E.P.I.C. Life!", 376480181, 225 
UnionLetsYork, "If you are looking for student accommodation in York, look no further than Union Lets.", 712243922072965120, 709 
k_v_yasodha, "", 1894378730, 31 
Lyndspete, "Customer Connection Strategist and Owner of Ellen Grace Marketing #retention #marketing", 80396618, 165 
POMS_Cloud_Ltd, "POMS leads companies to unlimited heights, covering the four biggest fields of marketing: market research, campaign management, ad generator and reporting.", 730745748434919424, 251 
marcusrileyTV, "Digital guy with an analog aesthetic. Words and strategy @tmj4. I like tacos.", 4088671, 5946 
vmbamarah, "A Cre-Sociopreneure & Sapiosexual with a passion for empowering others, enthusiastic about life, creativity and digital technology.", 2304477980, 1233 
kasturijane, "", 802228646, 181 
Drbudmon, "Husband, Dad, Grand & Great Grand-dad; Fly Like A Mighty Eagle Ministries, Excellence & Urgency Coaching; Mentor to Families & Churches; Conservative.", 150430393, 77512 
researchopinion, "Earn Money for your opinions.
Paid market research opportunities available nationwide - London, Manchester & Beyond! To register: http://t.co/TfsJQ7Wv", 199235456, 3041 
34fd02555ced47a, "", 764241231404752896, 67 
IT_Outsource_UA, "Want to learn more about Ukraine's IT hub? Our #OutsourcingPlaybook and #OutsourcingReview blog will help you a great deal with this", 724977549697257473, 2904 
MusicSongs3, "", 759664437238177793, 6294 
ivijaybansal, "Traveler | Foody | Techmaniac | Football lover | Street Cricketer | iPhone User | Yoga Lover", 2586806450, 136 
ARMOURCHARITIES, "Under The Societies Registration Act 1860 Gov of India. Since 2007(It Is For The Community To Help The People To Imbibe The Experience of Suffering)", 775263231799681025, 144 
sammieedgar, "", 506023688, 734 
bholadasbhola, "@@I am to be an IAS @@

    *Instagram : bholadasbholadss *
    *snapchat   : bholadasdss*
                     -- Work is worship --", 758290905887481856, 282 
pirabdullah222, "", 4865794798, 43 
MoisesGamer0847, "Sou [YOUTUBER] gravo Minecraft e sou viciado em fazer desenhos e assistir animes !!!", 757264862988865536, 22 
yoghurtio, "#simplifying #predictive #analytics through automation and #innovation. Predicting the Unpredictable. Now anyone can predict.", 768340388004364288, 492 
maniacmanan, "I'm sarcastic most of the time.", 3277108376, 4402 
iNahids, "Customer Experience @deputyapp - The journey of sharing 1000 #lifeexperiences, begins with a single tweet. Follow me on my journey..https://t.co/gECXgb5HO4", 4906272793, 1795 
evokedigitalco, "Digital marketing agency helping to inspire, inform, and build better Start-Ups. Follow us learn more.", 3133526163, 227 
Odafe01, "Web Developer, Graphics Designer, Social Media Manager, Digital Media Specialist, lover of dogs, Maverick and Diehard #Arsenal fan (Gunner)", 123014092, 511 
siyacarla, "Web & Graphic Designer| Social Media Enthusiast | Blogger |Thinker | Coffee Lover", 726018731734749184, 755 
05a315bf25b9403, "", 773516876383195136, 12 
oliviagprice_, "Digital Marketing apprentice @five_rivers #dataanalyst #socialmedia #marketing #SEO", 773092015756238848, 943 
GildaBarkhimer, "#DefJamAffiliated #RoachesToRaris #TrapPrinceTheMixtape @KickinDopeShizz @SmokinKhalifa @Papa_Chullo BOOKINGS and FEATURES", 747596516693467136, 1743 
TheMicheleWalsh, "★ Author of The Big Shift ★ Business Confidence Coach ★ Success Mindset Expert ★ Speaker ★ #womeninbusiness #businesscoach", 22549908, 6409 
HeerdenRenier, "Entrepreneur", 4478680581, 67 
ValerioCirella, "Book Author - #BittersweetSocialMedia -  #CloudComputing  and #SocialMedia specialist, Blogger", 2435595122, 397 
Sash_and_Ka, "Passionate about #WebDevelopment #WebDesign #DigitalMarketing #SEO #Innovation #Tech", 775261807057469440, 58 
EmilyZeoemily, "", 771053677079441408, 102 
rohitkrgupta, "Husband | Dad of a girl child | Son | Brother | Friend | QA Professional @IntersoftVServ,Love #SocialMedia & #Photography,Tweets and Opinions are mine.", 75300553, 1509 
computerschair, "Hi, i am Rickey Neargon from London, United Kingdom and am in the business of  computer chairs. check out our huge collection:- https://t.co/dOy5F2FBEG", 3297166969, 395 
FXS_Forex_FR, "#Forex #news Pour les professionnels", 4633342054, 18620 
AuthorPailinJay, "Book links 💋 https://t.co/fb3MRPyzGB https://t.co/Lqaa1FsOGA https://t.co/OAajiJmn9u https://t.co/n7ye5vNAp2 https://t.co/SxsMZ4n09V  https://t.co/fb3MRPyzGB", 774562462620319744, 318 
SavonsPrairies, "Fabrication et vente de savons et de soins du visage naturels, dosés à 40 % de lait de jument bio. lesprairiesdelalanterne@hotmail.com Tél: 07.86.16.37.66", 711149663555088384, 5996 
Jack_MBN, "Consultant @mbnsolutions. #Technology #DataScience #BigData #Analytics #Blockchain #Digital... All views expressed are my own.", 772753472055873537, 222 
LeahLayada, "Cuddle connoisseur, professional companion and sex positive feminist.", 723494187597893632, 162 
ChopraAnch1, "", 770138668153630721, 16 
wendyspinks, "A NON LABEL HUMAN BEING Creating Content & Producing, Storytelling , Campaigns & Strategy - Free thinker, Catalyst, Disruptive Visionary- LIVING the change.", 361736345, 864 
michelleIQGroup, "Senior Delivery Consultant @InterQuestGroup", 738695521506852864, 1179 
gournis, "Study and design of corporate identity, and lot of talking about #Brandind + #UX", 89688760, 917 
monetizeinfo, "Our goal is to create a friendly community of members that want to monetize their skills.
   You will learn something new and valuable every day.", 2233893044, 631 
ikldz, "Isa.| Family| Music | SUN| Smiles| Moleskine | Sales | Views are my own.", 618419625, 609 
moovyngb, "Techie property investor, always looking for the next good idea... #proptech #fintech say hello on Facebook at: https://t.co/EJFh0EGeAs", 765547807088472064, 5688 
boengel1, "Father, husband, triathlete & marketeer", 312227450, 163 
ActionTime, "Let's Soar!Writer.Blogger(Top 100 Twitter Pro for Hire)Creativity,Productivity,Runner,Tech,Biz,Health,Self-Help,Dystopian Lit,Perpetual Learner.", 1620010466, 53879 
WWr04TO1tD5jaY9, "", 770211630080634880, 7 
Kylewdavidson, "Kyle Davidson is the CEO & Founder of Makrs, a Privacy Advocate, and #BasicIncome Supporter. New blog post daily.", 371514856, 670 
FXS_Signals_ZH, "在#外汇#交易中查阅瑞士#专业银行的最新#外汇#信号", 2828499181, 42840 
PropertyReader, "Law trained individual now reading the lie of the land for business environments and properties. Restoring, balancing and commenting on development issues", 1670925582, 904 
SocialSpacers, "Social media management platform for Facebook & Twitter accounts. #facebook #competitions #twitter #marketing #promotions", 3971071516, 129 
joshwhiten, "Digital Marketing Expert. SEO Veteran. Cheese Lover. Digital Marketing Director with @sagittariusmktg or LinkedIn at https://t.co/EATSNiz4dt", 21235892, 1064 
VoteKraken, "A bloke whose vehement about tech product, design, comedy and the weird.", 28137522, 317 
DalkeyIsland, "", 529889604, 675 
gappshacks, "", 772780335188828161, 20 
b12snp, "I joined SNP Sept 1965.Was SNP Councillor 12yrs,Will fight for Scottish independence till my dying day.Husband of 50yrs,father,grandfather,Livingston West Loth", 2602051168, 2614 
stufish7, "Author, Internet Marketer, mobile websites, social media and building an online presence for individuals and small business-love to help people. Let me help you", 17852277, 534 
AldenAdorable, "Cool Dude. Digital Entrepreneur. Lifestyle Coach. My faves are A Course in Miracles (ACIM), Abraham-Hicks, Deepak Chopra. Eckhart Tolle, Tony  Robbins, etc.", 25201906, 20478 
cokeLOVE1, "iPhoneが生活から切ってもきりはなせません こんな僕に愛の手を…
慌てない慌てない　ひと休み　　　ひと休み　…　", 503285897, 18267 
timfel, "I share Online Marketing Tips to grow your business. @SMExaminer Contributor. Get my FREE Course on How To Build Your Email List: https://t.co/TxdfEkuJYG", 2234501989, 21674 
U20something, "I'm Leah. I help #millennials find extraordinary opportunity in (seemingly) ordinary experiences. Advocate of #networking, #selfmarketing, and #risktaking", 707178111293657088, 311 
lavestru, "Independent #journalist #Author (12 books) #digitalcontent #SMM #wordsmith Most recently #SMM at @AscomCervia & #TerrediPiero #digital #runner", 253182274, 1560 
biddible, "biddible. are a UK Paid Search Agency with over 27 years combined experience in the digital industry. We are also partial to the odd retro gaming session!", 3119925100, 151 
alex_zane, "Host @SkyCinemaUK and @RudeTube, appeared in Dawn Of The Dead, Land Of The Dead, Ibiza Undead and Deuce Bigalow: European Gigolo", 10806302, 67883 
MusicMakerJam, "Free #music #app for #iOS, #Android and #Win8. Whether into hip hop, dubstep, rock or drum & bass - start making music now!", 70701370, 3696 
CcmosesB, "VideoScriptWriter,ContructiveSongWriter,GospelArtiste.MotivationalSpeaker..", 716010458008920065, 424 
leslieg61964, "Entrepreneur, e-Commerce", 1202890062, 554 
Books_Trailer, "Send Your Book Trailers to us - We'll promote them with up-to 3 million views per day FREE! Part of the #promocave book author network.", 3031676691, 4424 
_sanjanaarora, "Love Online Marketing. SEM, SEO & SMO. Passion for Startups. Like Reading, Music & Photography.", 1096206456, 1522 
merrimanmktg, "Marketing Director at @ModernAdvsr, Co-founder of @AdmnSlayr, #INTJ, technology enthusiast.", 114639100, 7179 
4SaleSwindon, "The Official Twitter account for Swindon's No.1 #Classified #Ads website - 'For Sale, Free or Wanted in Swindon'- Find our listings updated here regularly.", 960644484, 3648 
Transactel1, "Immobilier / Estate Agent - Pays du Mont Blanc, France", 752426680938094592, 936 
parker_content, "Parker Portfolio Works is my content production company. I research, write, optimize, and manage content for small businesses and individuals.", 751689078521753600, 181 
MoniqueHohnberg, "Founder of #RiseRegardless ™ quality of life no matter the circumstances. #oceanlover #yoga #filmjournalist #inspiration #photographer #thoughtleader #RR", 1632220008, 214748 
Faizanshahid333, "", 1858019378, 189 
sudhaka39084677, "", 773534222128713730, 25 
dharamsinhrath2, "", 773427600479903744, 38 
andreaperez0707, "Senior Executive with solid achievements in Marketing (1:1,B2B,B2C), Communication, PR, Coaching; Passion for sharing God's love. Psalm 32:8", 4832035942, 298 
ManishD1310, "Digital Marketer. Love new product #ideas and creation of the same.", 499156756, 128 
Henry_Cuong, "", 312731123, 326 
TheoLayton, "Looking for new Friends.I enjoy sports , Fishing and hiking. Enjoy Rock concerts and fashion .Currently Studing  Art and Music. Piece,Love and Understanding.", 3928376954, 1668 
carmencati, "", 89641092, 332 
monillo97, "informacion de lo que esta pasando", 769455750225747968, 368 
calltobuzz, "Call to Buzz is a new way to amplify your social media message. Learn more at https://t.co/pGRH6JuPKv", 3176736899, 628 
boas_smagghe, "Customer Experience Strategist", 754974655077834752, 145 
iampanghal, "#blogger  #java #J2EE see on my blog click on below", 727017043803951104, 24 
ComeauWillms, "Genuine, the most patient person, passionate, intelligent, creative fearless, on fire. Need to create a social enterprise, give in my lack so others will have.", 808031352, 1393 
pixlogix, "Delivering Fantastic and Creative
Web Design, Development & Graphic
services. We love building clean,
unique and usable web sites and web
applications.", 99874587, 225 
raoadi20, "I'm IT Student ❤ Skills: Web Developer, Web Application

❤Jahan Logon Ki Badshahi Khatam Hoti  Hy ✌
Wahan Rajput Ki Nawabi Shuru Hoti Hy✌✌✌✌
#PTI Zindabad", 3104378304, 717 
StoykoStoykoff, "Lover & Fighter, Producer & Writer!
Business & Entrepreneurship, Marketing & Communications, Web Stuff, Music, Street Fashion, Design, Travel... You name it!", 987293851, 973 
YuuAkatsuki, "Yuu Akatsuki_aka_DETECTT https://t.co/cXygHcoRB1 https://t.co/6y5aBAvlQi CLUBS DJ RADIO ResidentDJ @Team___Phantom EDM✩edmfamily✩techno✩minimal", 3320187468, 36037 
JPKC131, "Words, Music,#SocialMedia, #Writer, Strategic #Marketing & know how to put them all together! #thebossette @JPKC @JanzMediaLLC @The_LadyJStyle | #TheLadyJStyle", 775040280072421376, 330 
DigitalCarolina, "I am your Real Estate Agent to Sell, Buy, or Invest in Florida. Digital Innovator Entrepreneur Translator (954)918-3870 (305)204-7011 DigitalCarolina@gmail.com", 42604782, 2691 
Michael_McQueen, "Author - Winning the Battle for Relevance Presenter & Trainer
Co-founder of Histography 
http://t.co/n0ArkLilGZ", 54830153, 3223 
LexieFloresLEX, "Hi!  My name is Lexie Flores. A #blogger and intersted in #Digitization.", 1266198344, 49 
lindahlassoc, "Tom Lindahl
MSEE MBA | 25 yrs USAF | 10 yrs IT | M&A | FREE eBook: Planning Your Exit: http://t.co/95JcCTCz5M | LinkedIn: TomLindahl  FB: LindahlAssociates", 1437085838, 240 
ZuanEducation, "Zuan Education offers job-oriented training for SEO, web design, Computer repairs, Digital Marketing,CMS, MS Office and Home Tutoring course with job!", 775414754, 178 
yashskullfox, "", 2447114372, 5385 
krishmurali_hyd, "Served in Central & state Autonomous Bodies for 30 yrs (15 Yrs as HOD). Now Adviser in S&T Centre. Views personal. Re-tweets not endorsements", 732027892952125440, 724 
MobileXCo, "We're a mobile technology and solution provider that specializes in building relationships between #consumers & the #brands and #retailers they love.", 437498097, 2821 
IsabelleStPier2, "I'm a #photographer, nature lover, tree hugging nomad set on bringing you the beauty of the world

email: isabelle@saintpierrephoto.com", 629581583, 1976 
spo_kifujin, "札幌市で10年間営業を続けさせて頂いております。

すすきので高収入のお仕事をお探しの女性を応援します。

是非とも一度当サイトを御覧頂ければと思います。

札幌貴婦人求人案内
http://t.co/zKd0HPWrPk", 239334616, 8208 
jmartinshubspot, "Entrepreneur with an engineer's soul. At HubSpot I am helping agencies grow with Inbound Marketing", 27770779, 137 
MosesKamayagl, "I believe in people's potential to be successful!", 775162901925548032, 31 
agapitoleslie, "Leslie Agapito Mercado | IG/Snapchat: leslieagapito | Vine: Leslie Agapito | For business inquiry DM or contact ✉: business@lesliemercado.com #Pinay", 1445360845, 63941 
KVanderhoydonk, "Bank of the Future, Financial Innovation, #CEX #Fintech #FinOps #Growthhacking, Toastmasters, Coaching, , Euroclear, BPO, Blue Ocean, SaaS, Networking, UX", 314764239, 15241 
4LIFEInnovation, "@4lifeinnovation offers creative #outsourcing #webdesign and #webdevelopment company in Ahmedabad.", 728542365007273984, 1236 
WasagaFilmFest, "Our Vision: Bringing the world to Wasaga Beach through a shared passion for film and the power of storytelling.", 4856685421, 423 
megan_davis111, "#InternetMarketer with #Sarcasm ✌", 741567755409723392, 327 
lisaklain3, "", 4902107316, 6142 
MK_Marea, "Bring positive experiences into the extraordinary lives of families, individuals, and business owners who seek to live the life of their dreams.", 1877114894, 2609 
engbuswriting, "Limited Time 25% Off (use code JL10) on our US/UK English Business Writing Courses-Writing Web Chat, Corporate Documents,Email Writing & Business Report Writing", 774931784115060736, 67 
BadSEOAdvice, "#winning at #SEO 4 #Life", 771027242122039296, 160 
DD_ASA_SP, "Dedetização SP(11)4149-4639-Bill Andersen-Escritor PRAGAS URBANAS https://t.co/5ZjICpEcBS -Dir.Exec.Grupo ASA https://t.co/H6nGOkYxDR - https://t.co/1XPRtHZrQQ", 161379841, 785 
Shakeenawhitmor, "Giants fan", 1283664829, 267 
veronicatabares, "Screenwriter and award-winning novelist. Loves to laugh so laughs at bullies. Funny, they don't seem to like it.", 74309328, 6385 
DPAnderson, "Business owner, presenter, advocate and musician who loves LIFE, family, friends, my pups, being outdoors with the great I AM and making dreams come true!", 18564286, 2058 
EasyTrafficFlow, "https://t.co/6I3oTyETWN, we provide you with real human traffic from all over the world.", 768273106901217280, 548 
ViajaFacilEsp, "Franquicia de Turismo. Agencia de Viajes Compra tu Pasaje u Hotel en https://t.co/dEuozFY8IQ Código ITA: 31101 Pasajes al exterior, cambiar a Agencia USA", 3357904607, 15967 
ArthurLameGod, "Recording Artist/music producer/model/      WE USED TO... the album xx.xx.2016", 766566191603167233, 43 
merga_bikila, "", 2778329098, 13 
Benjaminology, "Novelist. Freelance. Blogger. Activist.
#supportindependentauthors", 2359548916, 1013 
techcode_daily, "Join the word's best startup entrepreneurial network. You guys are more than welcome to visit us in China, Korea, USA, Germany and Israel.--TechCode Headquarter", 765147740263153665, 412 
skywest1515, "My dad's book is ''SKY'' (That's me) A TRUE and EMOTIONAL LOVE STORY. Prepare to laugh, get mad, throw things then cry your hearts out! https://t.co/7AjiOO3uox", 4822045101, 14457 
and666888, "目前就讀~社會大學", 4081216753, 1220 
mapapamelissa, "memories never Die ✋Julia", 3302516549, 392 
aus222, "", 53564952, 5 
syafiqalfikr, "I am Moeslem", 90556007, 104 
nayami_rescue, "★コンサルタント/産業カウンセラー/セミナー・研修講師/曼荼羅アーティスト/毎日自作の曼荼羅アートをUP★ #SocialMedia Strategist/Industry counselor/consultant/seminars & training instructors/#Mandala artist.", 528266972, 12772 
MoodyGawdAF, "❝Boy... ur girl makes some good ass horchata❞", 2391036782, 1804 
ewmpsi, "Former OTC day-trader, casual investor, tech nerd, happy husband and father.  I mostly post about technology and tech companies. #Tech #DayTrade #Stocks #Invest", 292920018, 229 
nezchal, "", 594945620, 3338 
CordeiroRick, "#AlCaponeOfToronto Call/Text 647-713-0189 ACTOR/ COMIC/ Internet Wizard", 90379747, 450808 
LifeCoachLora, "#Lifecoach, #careercoach, #relationshipcoach, #parentingcoach, #womencoach", 769037371782336512, 171 
EventFavorsMsia, "Allow us to suggest your Corporate, Medical and Events Premium & Gifts for your Annual Dinner, Launches, Exhibition, Roadshow and Hospital Admission Pack.", 3867302172, 185 
DermakuArgjent, "Once the tweet goes out, it can't be taken back kk", 473127237, 2859 
YouUpFront, "YouUpFront with The CREATIVE Agency. check out how you can get UpFront", 732536781799862272, 3097 
Len_Ferrara, "Reputation Management, SEO, Local Search Marketing. Music, reading, family, long walks. H-U-G-E pet lover ♥", 156018977, 547 
StockerMr, "", 139905600, 5854 
CopywriterLinkd, "Freelance copywriter on LinkedIn - Founder @TheWriteCure Let's connect: Add me: https://t.co/7ObE7DS0Wq #digital #freelance #copywriter #ny", 741736916438114304, 183 
seocheatguides, "We focus on helping SEO's delegate their work, grow and scale their companies. Join our FB group for tons of info https://t.co/xBhVOsvyFm", 705800599212691456, 913 
levy_caldeira, "", 1066572522, 461 
daviswatters, "Independent Technology Consultant helping small businesses and individuals troubleshoot technology problems.
Snapchat: technology15", 135724109, 1683 
pussib0ss69, "hai i am denny! // Food Lover // Skoliosexual // Adamasgender // Aspiring Artist // 2 good 4 u // ✹Life's a bitch and so am I✹ YOLO ✹", 774923942494691328, 463 
Andy_Lechner, "Entrepreneur; Ghost Writer, Author, Contributor, Knowledge Seeker, Technology Expert, Social Media Influencer & Marketer https://t.co/RY9bvwVVei, https://t.co/zWDJoFhvXP", 42583204, 9057 
oladeal, "", 718753182, 347 
balhan73, "", 372137240, 54 
lorrainereguly, "Lorraine Reguly: Freelancer for hire + author who helps writers https://t.co/ddfUMwRMa3 
  https://t.co/XviGyz7YKd 
  https://t.co/8SBkosGBwq", 1076563255, 3157 
dhiaamuthaffar, "متقاعد", 3312134647, 629 
greaterbandsusa, "Catch the wave if infinity with greater bands ! ht", 755821761170726913, 75 
4Kieusad, "YOUNG but OLD!!!", 773500284773564416, 55 
em74a, "ThE OuT SIDER ✋", 3409045245, 9017 
JonMageeauthor, "Author of 2 books and Baptist Minister http://t.co/AbscnyZg
http://t.co/SipV8dpZ", 578303951, 5061 
Twisterz_org, "Thanks all for Following me ☺☻☺☻!
♀-“Best free User-Experience in Porn.”-https://t.co/yqhRoPUXmt-♂", 4882446898, 23431 
KhalafRazk, "‏أحب الكتابه واتمنى إخراج ما فى قلبى على ورق", 741014418813800448, 686 
PhilDoyle9, "Bringing the past to life and making a life's work a fun job. Interests travel history humour beer and not making you folks in twitterland fall asleep", 765652540541308928, 105 
wonderlandloft, "Blogger at https://t.co/e8sdVp2bnC. I share new blog posts & interesting tweets related to beauty, fashion, creativity, blogging & some personal favorites.", 762464953324351488, 85 
grandcode1, "", 775088429629632513, 15 
IamVMichelle, "Freelancer, Media Junkie, Journalist, Thrill-Seeker and beyond! Media Is My Passion.", 125112267, 905 
thinkboxmakes, "We design, build, and scale award winning apps. Want to work with us? Send us a message! contact@thinkbox.io", 3929037673, 524 
HayleyPay24, "PR and Comms student at Griffith University. Part-time social media manager, freelance writer and editor. I love reading about anything and everything.", 181109192, 76 
KingHomoodei, "^❤^", 743568317135360000, 175 
Phils_House, "Making the world better, one house at a time • The Phil Anthropy House is a non-profit organization that provides houses for charitable causes", 2651521843, 558 
brokify, "- the feed recognition system -", 764808580344188928, 275 
judyccr, "A little bit of Judy with a whole lot of punch! 
Mother, wife, blogger, baseball fan, Aussie. Word play, humour, law, social media and leadership a specialty.", 550916716, 2116 
TLCompanies, "Hampshire B2B Lead Generation & Outsourcing Platform. Sign Up today for FREE Lifetime Membership! https://t.co/Gd6F58eW5V", 4874238579, 713 
jamalimohd2930, "", 774405779453542400, 57 
knicksboii21, "|Biggest Iman shumpert fan|call me knicksboii or Goonie|alumni x batgang|#YankeesNation #blueshirtsunited #MostDope #LaceUp #ZooGang|LIU Brooklyn '20|", 150777441, 4478 
readygarfield, "", 2273268282, 515 
PandaLanger1023, "Não queira morrer,queira REVIVER.", 734552713338490880, 1114 
kayDunkerleyFry, "Communiy Midwife", 932913566, 18 
Shelby_biz, "Independent Sales Leader @norwex & Eco Warrior based in South Wales #NorwexUK Saving you time & money. Fire your boss & work for yourself!", 195130180, 10951 
JordanEtem, "Real Estate Pro at Intero Real Estate.  Serving clients in Bay Area, CA, as well as enjoying life with family and friends!
CalBRE #01991422", 437422762, 672 
eduentrepreneu, "educationist, writer, poet, painter, web strategists, philanthropist, cook, interest in fashion & style", 778720418, 13876 
Tiffani_Bova, "#Sales Futurist Passionate about Customer Success & Developing Next Generation #Growth Engines via Improved #CX (Opinions my own) @Salesforce", 26491028, 21840 
janeadawo, "", 770095977923575808, 107 
ian_g_howarth, "The reason you're not making $5000+ per month online will shock you. This 30 second quiz will uncover some truths; https://t.co/uhGTUG35j9", 727828305093726208, 534 
mhusinka, "You will not be punished for your anger, you will be punished by your anger. ~ Buddha", 2968653879, 193 
lalorebnaque, "Internet Marketing", 1704626282, 4387 
Jawohl_chat, "Business-only instant messaging and video calling. Seperate your business chats from personal ones. Powered by twitter @digits and @linkedin #BlueisBusiness", 740840248192696321, 102 
VioletSzilvas, "", 1473956382, 39 
chadpotts, "Redeemed child of God. Husband, Father, Counselor & Mental Health Advocate. Sold out to the Exchanged Life ~ Gal 2:20.", 22719070, 713 
museumofpretty, "Featuring great artist of Instagram and Twitter. Tag with @museumofpretty to be featured.", 725719569592102918, 6178 
UFOParanormNews, "We provide the latest news on #UFO's, #Paranormal, #Ghosts and everything that is strange or weird. Plus many items you may like", 2797963749, 30233 
GetEdFunding, "A free, curated collection of thousands of active education grants and awards. http://t.co/mF3CtWGKCA #edgrant #K12 #highered", 1857876097, 3979 
sclaUK, "Building the capacity of organisations to deliver Award Winning equipped2succeed programmes Founder @BeverleyBurton #Empower #Enable #Equip", 2417296381, 668 
chief_112, "Living the dream and loving life !!!!", 42340817, 172 
PhantomBuddies, "", 739154145064542208, 11497 
blogsarcasm, "this #twitter page includes #Positive & #inspiring #Blogposts, words for daily life #successes and great mindsets in the form of blogs to #motivate each 1 of u", 769142335171129344, 353 
oneheartstudio, "You can find me at https://t.co/pnvwmthmwj", 32526386, 732 
pralcocer, "Veteran of life. Lessons learned: Love conquers all; think positive; respect others & be respected; have a sense of humor; meditate, exercise & eat healthy.", 4507848148, 859 
JohnGBaresky, "Connect with me on LinkedIn, too, I am a Healthcare Marketing Professional seeking a new opportunity THX! #healthcare #marketing #managedcare", 4917960324, 1284 
SheraWildeboer, "", 730701599526518784, 3633 
Garnets_Gambit, "I'm an Independent. I'm me. And that's all I ever want to be.  •|dude, I'm an activist.|• check out my new blog.", 1416995203, 1023 
Aynetal3, "Writer, Interests in Adult Education: e-Learning, Technology, Instructional Design & Social Media.  Blogger, Curator, Quilter & Dissociative Identity ordered", 16363875, 546 
secretercan, "", 726852552474632192, 1393 
AhmadAlshraide6, "‏‏‏#الهندسة المدنية", 771842491939188736, 876 
immersivly, "We make news content in virtual reality. We want to make people care about news.", 2799525129, 9560 
TIMGR, "Ceo/Entrepreneur 
Chicago-South Dakota-Florida
Work Harder- Play Hard - Pass Out -Repeat", 17096557, 1664 
AndWeLive, "Tell your story, share knowledge and live a better life.  Make strangers your friends, create a strong community and a stronger you; physically and mentally", 4012562062, 192 
CoreyPalmerDMC, "Digital Marketing Consultant, covering all business types across South Wales including PT's, Independent Tradesmen and the Hospitality Sector.", 774792666987032577, 66 
digitalvelvet, "Creative Design Studio", 117126501, 208 
